Title,Composer,Difficulty,Reading,Max Position,Era,status,source,pdf_path,token_path,gp_path,scorehash,xml_path,file_path
Suite in D Minor: iv. Sarabande,Robert de Visee,4,2,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Suite in B Minor (Sarabande) by Robert de Visee.pdf,,,,,
Suite in D Minor: v. Gavotte,Robert de Visee,5,3,III,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Lute Suite In D Minor 5 Gavotte by Robert de Visee.pdf,,,,,
Suite in D Minor: viii. Gigue,Robert de Visee,6,2,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Suite in B Minor (Gigue) by Robert de Visee.pdf,,,,,
"Suite IV, BWV 1006a: i. Prelude",J.S. Bach,16,8,X,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1006a-prelude.pdf,,,,,
"Suite IV, BWV 1006a: vi.  Gigue",J.S. Bach,14,7,V,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gigue (From Lute Suite No. 2).gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Gigue (From Lute Suite No. 2).gp4",,,
Suite Populaire Bresilienne: 1. Mazurka - Choro,Heitor Villa-Lobos,9,6,IX,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 1 in Em - (Etudes des Arpeges) by Heitor Villa-Lobos.pdf,,,,,
Suite Populaire Bresilienne: 2.  Schottish - Choro,Heitor Villa-Lobos,12,7,IX,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 2 by Heitor Villa Lobos.pdf,,,,,
Suite Populaire Bresilienne: 3.  Valsa-Choro,Heitor Villa-Lobos,8,5,X,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Suite Populaire Bresilienne No 3 by Heitor Villa-Lobos.pdf,,,,,gaps_v1/musicxml/Valsa Choro by Heitor Villa Lobos.xml
Suite Populaire Bresilienne: 4.  Gavotta - Choro,Heitor Villa-Lobos,9,6,IX,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Suite Populaire Bresilienne No 4 Gavotta Choro by Heitor Villa-Lobos.pdf,,,,,
Suite Populaire Bresilienne: 5. Chorinho,Heitor Villa-Lobos,9,7,IX,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 5 in C by Heitor Villa Lobos.pdf,,,,,
"Suite, BWV 1006a:  i. Prelude",J.S. Bach,16,8,XII,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Prelude N-1 En Do Majeur Du Clavier Bien Tempere.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Prelude N-1 En Do Majeur Du Clavier Bien Tempere.gp4",,,
"Suite, BWV 1006a:  iv.  Menuett I and II",J.S. Bach,9,6,VI,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1006a 5 Minuet II by Johann Sebastian Bach.pdf,,,,,
"Suite, BWV 995: i. Prelude",J.S. Bach,14,5,VIII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 995 1 Prelude by Johann Sebastian Bach.pdf,,,,,
"Suite, BWV 995: ii. Allemande",J.S. Bach,11,7,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 995 2 Allemande by Johann Sebastian Bach.pdf,,,,,
"Suite, BWV 995: iii. Courante",J.S. Bach,12,7,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 995 3 Courante by Johann Sebastian Bach.pdf,,,,,
"Suite, BWV 995: vi. Gigue",J.S. Bach,13,6,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 995 6 Gigue by Johann Sebastian Bach.pdf,,,,,
"Suite, BWV 996: i. Praeludio",J.S. Bach,13,6,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 996 1 Prelude by Johann Sebastian Bach.pdf,,,,,
"Suite, BWV 996: iii. Courante",J.S. Bach,12,7,VIII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv-996-courante.pdf,,,,,
"Suite, BWV 996: vi. Gigue",J.S. Bach,18,7,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv-996-gigue.pdf,,,,,
"Suite, BWV 997: i. Praeludio",J.S. Bach,11,6,X,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 997 Fugue by Johann Sebastian Bach.pdf,,,,,
"Suite, BWV 997: iii. Sarabande",J.S. Bach,8,7,VII,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande - Bwv 997.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Sarabande - Bwv 997.gp4",,,
"Suite, BWV 997: iv. Gigue",J.S. Bach,8,6,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 997 Gigue  in A Minor by Johann Sebastian Bach.pdf,,,,,
"Suite, BWV 997: v. Double",J.S. Bach,15,6,VIII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV997 Double bu Johann Sebastian Bach.pdf,,,,,
Sunburst,Andrew York,13,7,VII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sunburst by Andrew York.pdf,,,,,
Suneo (Mazurka),Francisco Tarrega,7,5,V,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Mazurka.gp3.tokens.txt","datasets/DadaGP-v1.1/T/Tarrega, Francisco/Tarrega, Francisco - Mazurka.gp3",,,
Swan Lake (Theme); Op. 20,Peter Ilyitch Tchaikovsky,8,4,VI,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Theme From Swan Lake (Opus 20) by Pyotr Ilych Tchaikovsky.pdf,,,,,
Swing '59,Charlie Byrd,7,5,VI,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Swing 59 by Charlie Byrd.pdf,,,,,
Tango,Isaac Albeniz,8,5,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/albeniz-tango.pdf,,,,,
Tango En Skai,Roland Dyens,14,8,All,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/D/Dyens, Roland/Dyens, Roland - Tango en Skai.gp3.tokens.txt","datasets/DadaGP-v1.1/D/Dyens, Roland/Dyens, Roland - Tango en Skai.gp3",,,
Tango No. 2,Agustin Barrios Mangore,9,8,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Tango No 2 by Agustin Barrios Mangore.pdf,,,,,
Tanz,Georg Fuhrmann,1,1,I,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Tanz by Georg Leopold Fuhrmann.pdf,,,,,
Tarantella,Agustin Barrios Mandore,8,4,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Tarantella (Recuerdos De Napoles) by Agustin Barrios Mangore.pdf,,,,,
Tarantos,Leo Brouwer,19,10,X,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Tarantos by Leo Brouwer.pdf,,,,,
Tarantos,Leo Brouwer,19,10,X,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/B/Brouwer, Leo/Brouwer, Leo - Tarantos.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Brouwer, Leo/Brouwer, Leo - Tarantos.gp4",,,
Tarleton's Resurrection,John Dowland,5,3,VII,Renaissance,found,dada_gp,,"datasets/DadaGP-v1.1/D/Dowland, John/Dowland, John - Tarleton_'s Resurrection.gp3.tokens.txt","datasets/DadaGP-v1.1/D/Dowland, John/Dowland, John - Tarleton_'s Resurrection.gp3",,,
Tempo di Minuetto; Op. 2 no. 1,Fernando Sor,3,2,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 2 No 1 (Minuet in G) by Fernando Sor.pdf,,,,,gaps_v1/musicxml/sor-opus29-no24.xml
The Easy Winners (Theme),Scott Joplin,6,4,VII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/The Easy Winner by Scott Joplin.pdf,,,,,
The Entertainer (Theme),Scott Joplin,5,3,III,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/The Entertainer by Scott Joplin.pdf,,,,,gaps_v1/musicxml/joplin-entertainer.xml
The Frog Galliard,John Dowland,13,7,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/dowland-frog-galliard.pdf,,,,,
The King Of Denmark's Galliard,John Dowland,7,4,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/The King of Denmarks Galliard by John Dowland.pdf,,,,,
"The Last Rose of Summer, Op. 125 no. 2","Traditional Irish melody, arr. by Mauro Giuliani",7,4,V,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/G/Giuliani, Mauro/Giuliani, Mauro - The Last Rose Of Summer.gp4.tokens.txt","datasets/DadaGP-v1.1/G/Giuliani, Mauro/Giuliani, Mauro - The Last Rose Of Summer.gp4",,,
The Prince's Toys: The Doll with Blinking Eyes,Nikita Koshkin,13,10,IX,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/The Princes Toys Doll With Closing Eyes by Nikita Koshkin.pdf,,,,,
The Prince's Toys: The Mechanical Monkey,Nikita Koshkin,15,10,XII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/The Princes Toys Clockwork Monkey by Nikita Koshkin.pdf,,,,,
The Prince's Toys: The Mischievous Prince,Nikita Koshkin,12,8,XI,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/The Princes Toys The Prince Is Being Capricious by Nikita Koshkin.pdf,,,,,
The Prince's Toys: The Tin Soldiers,Nikita Koshkin,16,9,X,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/The Princes Toys Playing With Soldiers by Nikita Koshkin.pdf,,,,,
"The Right Honourable Robert, Earl of Essex, His Galliard",John Dowland,12,8,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/The Right Honorable Robert Earl of Essex His Galliard by John Dowland.pdf,,,,,
The Round Battle Galliard,John Dowland,5,3,IV,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Round Battle Galliard by John Dowland.pdf,,,,,
The Sick Tune,John Dowland,2,1,III,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/The Sick Tune by John Dowland.pdf,,,,,
The Squirrel's Toy,Francis Cutting,3,2,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/The Squirrels Toy by Francis Cutting.pdf,,,,,
The Weeping Willow,Scott Joplin,11,5,VIII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Weeping Willow by Scott Joplin.pdf,,,,,
The Woods So Wild,William Byrd,4,4,II,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/The Woods So Wild by William Byrd.pdf,,,,,
Theme and Variation No. 1 (from Theme Varie),Fernando Sor,7,3,VIII,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Op. 60 - No 1 (study In C Major).gp4",,,
Theme from Op. 102,Mauro Giuliani,6,4,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 102 Theme by Mauro Giuliani.pdf,,,,,
Theme; Op. 102,Mauro Giuliani,6,4,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Theme Varie by Mauro Giuliani.pdf,,,,,
"Three Pieces from Recreation du Guitariste; Chasse, Op. 51 no. 9",Napoleon Coste,5,3,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 51 No 9 by Napoleon Coste.pdf,,,,,
"Three Pieces from Recreation du Guitariste; Rondeau, Op. 51 no. 6",Napoleon Coste,5,4,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 51 No 6 by Napoleon Coste.pdf,,,,,
"Toccata and Fugue, BWV 565",J.S. Bach,14,7,All,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 565 Toccata and Fugue by Johann Sebastian Bach.pdf,,,,,
Tombeau de M. Mouton (Allemande),Robert de Visee,10,5,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Tombeau de M Mouton by Robert de Visee.pdf,,,,,
Tombeau Sur La Mort De M. Comte De Logy,Silvius Leopold Weiss,11,6,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Tombeau Sur La Mort De M Comte De Logy by Silvius Leopold Weiss.pdf,,,,,
Toy,Francis Cutting,3,3,IV,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Toy by Francis Cutting.pdf,,,,,
"Traumerei from Kinderscenen, Op. 15",Robert Schumann,9,6,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Traumerei by Robert Schumann.pdf,,,,,
Tres Apuntes - I - Del homenaje a Falla,Leo Brouwer,10,7,X,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Tres Apuntes by Leo Brouwer.pdf,,,,,
Tres pequenas Piezas para Guitarra: I. Ya se van los pastores,Joaquin Rodrigo,10,6,X,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Por Los Campos De Espana No 1 En Los Trigales by Joaquin Rodrigo.pdf,,,,,
Tres pequenas Piezas para Guitarra: II. Por caminos de Santiago,Joaquin Rodrigo,8,6,VIII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Por Los Campos De Espana No 2 Entre Olivares  by Joaquin Rodrigo.pdf,,,,,
Tres pequenas Piezas para Guitarra: III. Pequena sevillana,Joaquin Rodrigo,9,5,X,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Pequena Sevillana by Joaquin Rodrigo.pdf,,,,,
Triptico - I. Prelude,Joaquin Rodrigo,20,10,All,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Triptico No 1 Prelude by Joaquin Rodrigo.pdf,,,,,
"Tu y yo (Gavota) by Alphons Czibulka, Trans. by Barrios",Agustin Barrios Mangore,7,7,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Tu Y Yo by Augustin Barrios Mangore.pdf,,,,,
Tua Imagem,Agustin Barrios Mandore,10,7,X,Romantic,found,gaps,,,,s41wc,datasets/gaps_v1/readable_musicxml/Agustin Barrios - Tua Imagem.xml,
Twenty-one Lessons: 1,Dionisio Aguado,2,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Exercise 1 by Dionisio Aguado.pdf,,,,,
Twenty-one Lessons: 11,Dionisio Aguado,1,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 11 Metodo Primera by Dionisio Aguado.pdf,,,,,
Twenty-one Lessons: 12,Dionisio Aguado,2,2,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 12 Metodo Primera by Dionisio Aguado.pdf,,,,,
Twenty-one Lessons: 13,Dionisio Aguado,2,3,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 13 Metodo Primera by Dionisio Aguado.pdf,,,,,
Twenty-one Lessons: 14,Dionisio Aguado,2,2,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 14 Metodo Primera by Dionisio Aguado.pdf,,,,,
Twenty-one Lessons: 15,Dionisio Aguado,2,2,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Study No 15 by Dionisio Aguado.pdf,,,,,
Twenty-one Lessons: 16,Dionisio Aguado,4,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 16 Metodo Primera by Dionisio Aguado.pdf,,,,,
Twenty-one Lessons: 17,Dionisio Aguado,4,3,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 17 Metodo Primera by Dionisio Aguado.pdf,,,,,
Twenty-one Lessons: 18,Dionisio Aguado,4,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 18 Metodo Primera by Dionisio Aguado.pdf,,,,,
Twenty-one Lessons: 19,Dionisio Aguado,2,2,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Lesson 19 by Dionisio Aguado.pdf,,,,,
Twenty-one Lessons: 2,Dionisio Aguado,1,1,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Exercise No 2 by Dionisio Aguado.pdf,,,,,
Twenty-one Lessons: 20,Dionisio Aguado,2,2,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 20 Metodo Primera by Dionisio Aguado.pdf,,,,,
Twenty-one Lessons: 21,Dionisio Aguado,2,2,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 21 Metodo Primera by Dionisio Aguado.pdf,,,,,
Twenty-one Lessons: 3,Dionisio Aguado,3,1,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Exercise 3 in A Major by Dionisio Aguado.pdf,,,,,
Twenty-one Lessons: 4,Dionisio Aguado,2,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Exercise 4 in G Major by Dionisio Aguado.pdf,,,,,
Twenty-one Lessons: 5,Dionisio Aguado,1,2,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Study No 5 by Dionisio Aguado.pdf,,,,,
Twenty-one Lessons: 6,Dionisio Aguado,1,2,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Study 6 in E Minor by Dionisio Aguado.pdf,,,,,
Twenty-one Lessons: 9,Dionisio Aguado,1,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Etude No 9 Metodo Primera by Dionisio Aguado.pdf,,,,,
Un Dia de Noviembre,Leo Brouwer,8,4,IX,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Un Dia de Noviembre by Leo Brouwer.pdf,,,,,
Un Sueno en la Floresta,Agustin Barrios Mandore,16,9,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Sueno en la Floresta by Augustin Barrios Mangore.pdf,,,,,
Un tiempo fue Italica famosa,Joaquin Rodrigo,15,7,All,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Un Tiempo Fue Italica Famosa by Joaquin Rodrigo.pdf,,,,,
Una Limosna por el Amor de Dios,Agustin Barrios Mandore,12,6,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Una Limosnita por el Amor de Dios by Augustin Barrios Mangore.pdf,,,,,
Vals,Francisco Tarrega,8,6,IX,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/tarrega-vals-d.pdf,,,,,
Vals de Primavera,Agustin Barrios Mandore,9,4,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/vals-de-primavera-barrios.pdf,,,,,
Vals Tropical,Agustin Barrios Mandore,8,5,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-vals-tropical.pdf,,,,,
Vals Venezolano No. 2,Antonio Lauro,9,5,VIII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Vals Venezolano No.2 (Andreina) by Antonio Lauro.pdf,,,,,
"Vals, Op. 8 no. 3",Agustin Barrios Mandore,11,5,XI,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/B/Barrios, Agustin/Barrios, Agustin - Waltz No.3 Op.8.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Barrios, Agustin/Barrios, Agustin - Waltz No.3 Op.8.gp4",,,
"Vals, Op. 8 no. 4",Agustin Barrios Mandore,13,5,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 8 No 4 (Waltz) by Augustin Barrios Mangore.pdf,,,,,
Valse,Fernando Sor,8,4,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 5 No 2 Valse by Fernando Sor.pdf,,,,,
"Valse, Posth. In A minor",Frederic Chopin,8,5,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 34 No 2 (Valse) 2 by Frederic Chopin.pdf,,,,,
Valse; Op. 64 no. 2,Frederic Chopin,16,8,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 64 No 2 (Valse No 7) by Frederic Chopin.pdf,,,,,
Valse; Op. 69 no. 2,Frederic Chopin,8,5,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 69 No 2 (Valse) by Frederic Chopin.pdf,,,,,
Valse; posth. In E flat major,Frederic Chopin,8,6,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 34 No 2 (Valse) by Frederic Chopin.pdf,,,,,
Valses Poeticos - Valse No. 1,Enrique Granados,8,4,IX,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Valse Poeticos Valse I by Enrique Granados.pdf,,,,,
Valses Poeticos - Valse No. 2,Enrique Granados,11,7,IX,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Valses Poeticos No 2 by Enrique Granados.pdf,,,,,
Valses Poeticos - Valse No. 3,Enrique Granados,13,8,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Valses Poeticos No 3 by Enrique Granados.pdf,,,,,
Valses Poeticos - Valse No. 4,Enrique Granados,8,5,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Valses Poeticos No 4 by Enrique Granados.pdf,,,,,
Valses Poeticos - Valse No. 5,Enrique Granados,14,9,VI,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Valses Poeticos No 5 by Enrique Granados.pdf,,,,,
Valses Poeticos - Valse No. 6,Enrique Granados,11,8,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Valses Poeticos No 6 by Enrique Granados.pdf,,,,,
Valses Poeticos - Valse No. 7,Enrique Granados,18,8,IX,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Valses Poeticos No 7 by Enrique Granados.pdf,,,,,
Valses Poeticos - Vivace molto,Enrique Granados,14,6,IX,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Valses Poeticos No 8 by Enrique Granados.pdf,,,,,
Valses Poeticos: 1,Enrique Granados,8,4,IX,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Valses Poeticos No 1 Intro by Enrique Granados.pdf,,,,,
Valses Poeticos: 2,Enrique Granados,11,7,IX,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/C/Camacho, Enrique/Camacho, Enrique - Study No. 2.gp4.tokens.txt","datasets/DadaGP-v1.1/C/Camacho, Enrique/Camacho, Enrique - Study No. 2.gp4",,,
Variacion al Estudio No. 3,Agustin Barrios Mangore,4,5,VII,Romantic,found,dada_gp,,"datasets/DadaGP-v1.1/B/Barrios, Agustin/Barrios, Agustin - La Catedral (3).gp3.tokens.txt","datasets/DadaGP-v1.1/B/Barrios, Agustin/Barrios, Agustin - La Catedral (3).gp3",,,
Variation No. 2 (from Les Folies D'Espagne,Fernando Sor,5,3,VII,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Op. 60 - No 2 (study In C Major).gp4",,,
"Variations on a Theme of G. F. Handel, Op. 107",Mauro Giuliani,7,3,IX,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 107 Variations on a theme of Handel by Mauro Giuliani.pdf,,,,,gaps_v1/musicxml/Opus 107 Variations on a theme of Handel by Mauro Giuliani.xml
Variations on a Theme of George Frideric Handel; Op. 107,Mauro Giuliani,7,3,IX,Classical,found,gaps,,,,h41wc,datasets/gaps_v1/readable_musicxml/Mauro Giuliani - Opus 107 Variations On A Theme Of G. F. Handel.xml,gaps_v1/musicxml/Opus 107 Variations on a theme of Handel by Mauro Giuliani.xml
"Variations on a Theme of Mozart, Op. 9",Fernando Sor,17,7,XII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 9 Mozarts Magic Flute Theme by Fernando Sor.pdf,,,,,gaps_v1/musicxml/sor-mozart.xml
Verano Porteno (Tango),Astor Piazzolla,10,5,X,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Verano Porteno Tango by Astor Piazzolla.pdf,,,,,
Vidalita,Agustin Barrios Mangore,8,6,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Vidalita by Agustin Barrios Mangore.pdf,,,,,
Vidalita,Agustin Barrios Mandore,8,5,X,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-vidalita-dm.pdf,,,,,
Vidalita con Variaciones,Agustin Barrios Mandore,8,6,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-vidalita.pdf,,,,,
Villano,Gaspar Sanz,3,2,II,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Villano by Gaspar Sanz.pdf,,,,,
Villanos,Gaspar Sanz,5,3,IX,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Villanos by Gaspar Sanz.pdf,,,,,
Vivace,Adam Falckenhagen,4,2,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Vivace by Adam Falckenhagen.pdf,,,,,
"Vivace, Op. 48 no. 1",Mauro Giuliani,5,3,IX,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 48 No 1 Study in C by Mauro Giuliani.pdf,,,,,
Volte,Anonymous,2,1,II,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Volte by Anonymous.pdf,,,,,
Walsingham Galliard,John Dowland,6,3,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/Walsingham (Galliard) by John Dowland.pdf,,,,,
Waltz,Ferdinando Carulli,3,2,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 121 No 12 Waltz by Ferdinando Carulli.pdf,,,,,
Waltz,Ferdinando Carulli,1,1,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 211 Waltz No 3 by Ferdinando Carulli.pdf,,,,,
Waltz,Jose Ferrer,8,6,VII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Waltz by Jose Ferrer.pdf,,,,,
Waltz (from Six Divertimentos); Op. 8 no. 2,Fernando Sor,4,2,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 8 No 2 Waltz by Fernando Sor.pdf,,,,,
Waltz (Pg. 10),Matteo Carcassi,4,2,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 10 Waltz by Matteo Carcassi.pdf,,,,,
"Waltz, Op. 121 no. 1",Ferdinando Carulli,1,1,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Waltz No 1 Opus 121 by Ferdinando Carulli.pdf,,,,,
"Waltz, Op. 124 no. 23",Ferdinando Carulli,3,3,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Waltz in G by Ferdinando Carulli.pdf,,,,,
"Waltz, Op. 241 no. 1",Ferdinando Carulli,1,1,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 241 Appendice No 1 by Ferdinando Carulli.pdf,,,,,gaps_v1/musicxml/Andantino in G Major by Ferdinando Carulli.xml
"Waltz, Op. 241 no. 24",Ferdinando Carulli,2,1,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/carulli-op241-24.pdf,,,,,gaps_v1/musicxml/Andantino in G Major by Ferdinando Carulli.xml
